AA,20030102,09:30:37,23.03,63100,23.03,0.0,0.0012949582835505016
AA,20030102,09:30:38,23.03,100,23.03,0.0,0.0013305244919246814
AA,20030102,09:30:38,23.03,100,23.03,0.0,0.0013305244919246811
AA,20030102,09:30:38,23.03,100,23.03,0.0,0.001330524491924681
AA,20030102,09:30:38,23.03,300,23.03,0.0,0.001330524491924681
AA,20030102,09:30:38,23.03,300,23.03,0.0,0.0013305244919246814
AA,20030102,09:30:38,23.03,500,23.03,0.0,0.0013305244919246816
AA,20030102,09:30:38,23.03,500,23.03,0.0,0.0013418130674334124
AA,20030102,09:30:38,23.03,100,23.03,0.0,0.001341813067433412
AA,20030102,09:30:40,23.03,300,23.03,0.0,0.001342482161083864
AA,20030102,09:30:40,23.03,100,23.03,0.0,0.001342482161083864
AA,20030102,09:30:40,23.03,100,23.03,0.0,0.0013488579054391602
AA,20030102,09:30:40,23.03,100,23.03,0.0,0.0013488579054391602
AA,20030102,09:30:40,23.03,500,23.03,0.0,0.0013550795137238516
AA,20030102,09:30:40,23.03,300,23.03,0.0,0.0013579193303910862
AA,20030102,09:30:42,23.03,100,23.03,0.0,0.0013579193303910862
AA,20030102,09:30:42,23.03,200,23.03,0.0,0.0013586205651681246
AA,20030102,09:30:42,23.03,100,23.03,0.0,0.0013586205651681248
AA,20030102,09:30:42,23.03,200,23.03,0.0,0.0013586205651681252
AA,20030102,09:30:43,23.03,200,23.03,0.0,0.0013593076990633978
AA,20030102,09:30:43,23.03,100,23.03,0.0,0.0013593076990633974
AA,20030102,09:30:43,23.03,100,23.03,0.0,0.001360008217982894
AA,20030102,09:30:43,23.03,100,23.03,0.0,0.001360008217982894
AA,20030102,09:30:43,23.03,100,23.03,0.0,0.0013606946511309137
AA,20030102,09:30:43,23.03,300,23.03,0.0,0.0013606946511309137
AA,20030102,09:30:43,23.03,100,23.09,0.0026019095338100733,0.0013606946511309137
AA,20030102,09:30:47,23.09,900,23.04,-0.0021677875387135503,0.0013358534764412546
AA,20030102,09:30:50,23.04,1000,23.1,0.0026007817000574403,0.0013185355750694064
AA,20030102,09:30:54,23.1,400,23.03,-0.003034903695154047,0.0012921124876394145
AA,20030102,09:30:55,23.03,200,23.03,0.0,0.0012565358532224582
AA,20030102,09:30:55,23.03,100,23.03,0.0,0.0012565358532224584
AA,20030102,09:30:55,23.03,200,23.03,0.0,0.0012565358532224584
AA,20030102,09:30:55,23.03,100,23.03,0.0,0.0012565358532224582
AA,20030102,09:30:55,23.03,400,23.03,0.0,0.0012565358532224584
AA,20030102,09:30:55,23.03,100,23.03,0.0,0.0012565358532224582
AA,20030102,09:30:55,23.03,200,23.03,0.0,0.001257309153019388
AA,20030102,09:30:55,23.03,1000,23.09,0.0026019095338100733,0.0012580374169065928
AA,20030102,09:30:55,23.09,200,23.1,4.329941613440109E-4,0.0012303824133862765
AA,20030102,09:31:33,23.1,100,23.09,-4.3299416134388614E-4,0.0012294917228553195
AA,20030102,09:31:34,23.09,400,23.1,4.329941613440109E-4,0.001229739414268529
AA,20030102,09:31:34,23.1,700,23.1,0.0,0.0012295023422499466
AA,20030102,09:31:53,23.1,300,23.1,0.0,0.0012295023422499466
AA,20030102,09:31:55,23.1,400,23.05,-0.002166848085090314,0.0012301263429119423
AA,20030102,09:31:59,23.05,400,23.05,0.0,0.0012114681816889005
AA,20030102,09:32:02,23.05,200,23.1,0.002166848085090293,0.001211468181688901
AA,20030102,09:32:05,23.1,200,23.06,-0.001733102686834964,0.001191346384158999
