AA,20030404,09:30:52,20.1,36100,20.1,0.0,9.238386604740511E-4
AA,20030404,09:30:53,20.1,100,20.1,0.0,9.253029148059138E-4
AA,20030404,09:30:53,20.1,200,20.1,0.0,9.253029148059138E-4
AA,20030404,09:30:53,20.1,900,20.1,0.0,9.253029148059139E-4
AA,20030404,09:30:53,20.1,1300,20.1,0.0,9.467102569738687E-4
AA,20030404,09:30:53,20.1,400,20.1,0.0,9.518785591475802E-4
AA,20030404,09:30:53,20.1,400,20.1,0.0,9.518785591475803E-4
AA,20030404,09:30:53,20.1,400,20.1,0.0,9.531166667412635E-4
AA,20030404,09:30:53,20.1,500,20.1,0.0,9.544817973423287E-4
AA,20030404,09:30:53,20.1,200,20.1,0.0,9.859443823614612E-4
AA,20030404,09:30:53,20.1,200,20.1,0.0,9.873691007244137E-4
AA,20030404,09:30:53,20.1,200,20.1,0.0,9.887655015316005E-4
AA,20030404,09:30:53,20.1,100,20.1,0.0,0.0010080464945176886
AA,20030404,09:30:53,20.1,400,20.1,0.0,0.0010080464945176886
AA,20030404,09:30:54,20.1,200,20.1,0.0,0.001028308226630337
AA,20030404,09:30:54,20.1,100,20.1,0.0,0.0010283082266303368
AA,20030404,09:30:54,20.1,300,20.1,0.0,0.0010293861806526864
AA,20030404,09:30:54,20.1,100,20.1,0.0,0.0010307256593645206
AA,20030404,09:30:57,20.1,3000,20.1,0.0,0.0010307256593645204
AA,20030404,09:31:02,20.1,400,20.1,0.0,0.0010307256593645204
AA,20030404,09:31:02,20.1,100,20.1,0.0,0.0010352606798651337
AA,20030404,09:31:02,20.1,1500,20.1,0.0,0.0010366176205477283
AA,20030404,09:31:02,20.1,300,20.1,0.0,0.0010379477670787363
AA,20030404,09:31:02,20.1,300,20.1,0.0,0.0010390157203559677
AA,20030404,09:31:02,20.1,200,20.1,0.0,0.0010403428007635417
AA,20030404,09:31:02,20.1,2500,20.1,0.0,0.001041408297961768
AA,20030404,09:31:03,20.1,100,20.1,0.0,0.001042732333351818
AA,20030404,09:31:04,20.1,500,20.1,0.0,0.001043795391338946
AA,20030404,09:31:04,20.1,2900,20.1,0.0,0.0010448348908141578
AA,20030404,09:31:04,20.1,2500,20.1,0.0,0.001046179413398031
AA,20030404,09:31:04,20.1,200,20.15,0.002484473327661744,0.0010474974181216622
AA,20030404,09:31:05,20.15,900,20.15,0.0,0.0010167046137611584
AA,20030404,09:31:07,20.15,700,20.14,-4.964011022756689E-4,0.0010282482114563746
