A,20030129,09:31:45,16.4,24200,16.4,0.0,0.0024459668290473823
A,20030129,09:31:46,16.4,400,16.4,0.0,0.0024459668290473828
A,20030129,09:31:46,16.4,100,16.4,0.0,0.002445966829047382
A,20030129,09:31:46,16.4,600,16.4,0.0,0.002446733797873808
A,20030129,09:31:46,16.4,300,16.4,0.0,0.0024474854947734615
A,20030129,09:31:46,16.4,100,16.4,0.0,0.0024474854947734606
A,20030129,09:31:46,16.4,500,16.4,0.0,0.002448251987844466
A,20030129,09:31:46,16.4,500,16.4,0.0,0.0024602807117633453
A,20030129,09:31:46,16.4,400,16.4,0.0,0.0024792450179784093
A,20030129,09:31:46,16.4,100,16.4,0.0,0.0024792450179784097
A,20030129,09:31:47,16.4,200,16.4,0.0,0.0024792450179784093
A,20030129,09:31:47,16.4,500,16.4,0.0,0.0024800016951664868
A,20030129,09:31:47,16.4,100,16.4,0.0,0.0024807433114889484
A,20030129,09:31:47,16.4,300,16.4,0.0,0.0024807433114889493
A,20030129,09:31:48,16.4,400,16.4,0.0,0.0024814995318063306
A,20030129,09:31:48,16.4,1100,16.4,0.0,0.002482240700621829
A,20030129,09:31:48,16.4,600,16.4,0.0,0.0024822407006218276
A,20030129,09:31:48,16.4,100,16.4,0.0,0.0024829659380756542
A,20030129,09:31:48,16.4,300,16.4,0.0,0.0024829659380756547
A,20030129,09:31:48,16.4,900,16.4,0.0,0.002483675286809447
A,20030129,09:31:48,16.4,300,16.4,0.0,0.002484458347592459
A,20030129,09:31:48,16.4,100,16.4,0.0,0.002484458347592459
A,20030129,09:31:49,16.4,100,16.4,0.0,0.0024851672703433713
A,20030129,09:31:52,16.4,100,16.4,0.0,0.0024880251971774042
A,20030129,09:31:52,16.4,500,16.4,0.0,0.0024911154136690616
A,20030129,09:31:52,16.4,100,16.4,0.0,0.0024941503192637974
A,20030129,09:31:52,16.4,400,16.4,0.0,0.002494902475837799
A,20030129,09:31:52,16.4,200,16.4,0.0,0.002521417954419612
A,20030129,09:31:59,16.4,300,16.4,0.0,0.0025214179544196134
A,20030129,09:32:01,16.4,300,16.4,0.0,0.002548179514974594
A,20030129,09:32:14,16.4,100,16.41,6.095702718469018E-4,0.0025741462618631755
A,20030129,09:32:18,16.41,800,16.41,0.0,0.002599643584854058
A,20030129,09:32:41,16.41,800,16.44,0.0018264845260345028,0.002644675510200472
A,20030129,09:32:44,16.44,1400,16.42,-0.0012172856037516375,0.0026410711485137972
A,20030129,09:32:46,16.42,100,16.41,-6.091989222827603E-4,0.0026415452001842697
A,20030129,09:32:47,16.41,800,16.42,6.091989222827661E-4,0.002643855484050785
A,20030129,09:33:02,16.42,600,16.46,0.0024330912246414292,0.0026431048227581865
