,SYMBOL,DATE,5_min_window,avgVol,avgPrice,avgSize,PRICE_1,U_SEQ,totalSum,sectionVol
37082,AAP,20021202,09:30:00,0.000902061311826747,51.22666666666666,1122.2222222222222,51.3025,0.0014792541405910114,1,
37083,AAP,20021202,09:35:00,0.0008850072497332835,51.3025,562.5,51.61833333333333,0.00613742260926875,2,0.003293822512111385
37084,AAP,20021202,09:40:00,0.0008106003375731413,51.61833333333333,633.3333333333334,51.8223076923077,0.003943800450754363,3,0.0023303969680381563
37085,AAP,20021202,09:45:00,0.0007587836466532413,51.8223076923077,361.53846153846155,52.188333333333325,0.007038263554652621,4,0.0024811674360359394
37086,AAP,20021202,09:50:00,0.0006606644882285444,52.188333333333325,291.6666666666667,52.42,0.004429227347802131,5,0.0021510146945492555
37087,AAP,20021202,09:55:00,0.0007523873556290056,52.42,423.0769230769231,52.37999999999999,-0.0007633588156947227,6,0.002916464712082756
37088,AAP,20021202,10:00:00,0.0008014797526058827,52.37999999999999,984.2105263157895,52.26550000000001,-0.0021883415090658996,7,0.0034726783878115067
37089,AAP,20021202,10:05:00,0.0008374343326426973,52.26550000000001,1200.0,52.173181818181824,-0.0017678929732859365,8,0.0036087660566717916
37090,AAP,20021202,10:10:00,0.0008829340722507589,52.173181818181824,772.7272727272727,52.146190476190476,-0.0005174751726361725,9,0.0035028781840852094
37091,AAP,20021202,10:15:00,0.0008784439589863688,52.146190476190476,371.42857142857144,52.2528,0.0020423485012758228,10,0.0033026103390511865
37092,AAP,20021202,10:20:00,0.0007492240728065424,52.2528,1448.0,51.883,-0.007102294397719967,11,0.004161840758167375
37093,AAP,20021202,10:25:00,0.0006829349324963065,51.883,195.0,51.77388888888888,-0.002105236855538961,12,0.0040783984707184135
37094,AAP,20021202,10:30:00,0.0006490100561249926,51.77388888888888,327.77777777777777,51.52923076923078,-0.004736712267853753,13,0.004204602819895514
37095,AAP,20021202,10:35:00,0.0006422676232407196,51.52923076923078,207.69230769230768,51.29419354838708,-0.004571674825342401,14,0.004257014087526752
37096,AAP,20021202,10:40:00,0.0006677992432671671,51.29419354838708,393.5483870967742,51.35466666666667,0.0011782522504198496,15,0.004111701363325089
37097,AAP,20021202,10:45:00,0.0007172693908165233,51.35466666666667,166.66666666666666,51.23545454545453,-0.002324047841273118,16,0.0040207776038960735
37098,AAP,20021202,10:50:00,0.0008138255588987588,51.23545454545453,513.6363636363636,51.18363636363636,-0.001011885299501513,17,0.0039009934501607795
37099,AAP,20021202,10:55:00,0.0008609391395415806,51.18363636363636,136.36363636363637,50.83055555555556,-0.0069222176115121764,18,0.0041166448233503
37100,AAP,20021202,11:00:00,0.000877672808758704,50.83055555555556,422.22222222222223,50.78,-0.0009950848009992312,19,0.004002750247180489
37101,AAP,20021202,11:05:00,0.0008882093858907545,50.78,133.33333333333334,50.879090909090905,0.0019494752429380785,20,0.003933096533759127
37102,AAP,20021202,11:10:00,0.0008827158361985697,50.879090909090905,145.45454545454547,50.976,0.0019028822081675317,21,0.003864637354497528
37103,AAP,20021202,11:15:00,0.0009038796558149809,50.976,160.0,50.93999999999999,-0.0007064641763272172,22,0.0037728471475232278
