,Symbol,Date,Time,Vol,Price,Size,Price_1,U_seq,Section_Vol
29359,AA,20021218,11:15:00,0.0003764065099845155,23.474545454545446,650.0,23.430769230769236,-0.001866578948676696,0.0008837215737044813
29360,AA,20021218,11:20:00,0.0003588841662774976,23.430769230769236,407.6923076923077,23.431304347826096,2.2837958972730864e-05,0.0008837065359648706
29361,AA,20021218,11:25:00,0.0003723438300527822,23.431304347826096,608.695652173913,23.466,0.0014796440429345194,0.0008837338039179969
29362,AA,20021218,11:30:00,0.00037393114594679115,23.466,1293.3333333333333,23.464666666666663,-5.682141032288652e-05,0.0008837188123133674
29363,AA,20021218,11:35:00,0.000358569645767317,23.464666666666663,620.0,23.487222222222226,0.0009607944568141555,0.0008837216332011818
29364,AA,20021218,11:40:00,0.0003355052004644197,23.487222222222226,811.1111111111111,23.491200000000006,0.00016934488640205154,0.0008837071522554888
29365,AA,20021218,11:45:00,0.0003317115459276019,23.491200000000006,456.0,23.523846153846154,0.001388753676267783,0.000883729380865258
29366,AA,20021218,11:50:00,0.00037917438107397394,23.523846153846154,700.0,23.529999999999994,0.0002615661286775405,0.0008837156736085154
29367,AA,20021218,11:55:00,0.000428783143865323,23.529999999999994,470.5882352941176,23.513529411764704,-0.0007002276025726168,0.0008837100167075945
29368,AA,20021218,12:00:00,0.0004750128687328552,23.513529411764704,635.2941176470588,23.506451612903223,-0.0003010549456081413,0.0008836966924447273
29369,AA,20021218,12:05:00,0.0006347723538287005,23.506451612903223,1803.225806451613,23.504444444444445,-8.539162740272466e-05,0.000883681781076067
29370,AA,20021218,12:10:00,0.0007248773599273951,23.504444444444445,3655.5555555555557,23.481379310344842,-0.0009817912769907314,0.0008836852248439998
29371,AA,20021218,12:15:00,0.0006934372265692196,23.481379310344842,441.37931034482756,23.475714285714286,-0.00024128514881151809,0.0008836712824698982
29372,AA,20021218,12:20:00,0.0006373640577751923,23.475714285714286,947.6190476190476,23.518064516129034,0.0018023765255439582,0.000883718969218945
29373,AA,20021218,12:25:00,0.0005619839679622681,23.518064516129034,793.5483870967741,23.460769230769227,-0.0024391969403021047,0.0008838183203739595
29374,AA,20021218,12:30:00,0.0003608441272070009,23.460769230769227,646.1538461538462,23.470399999999998,0.00041042102823401637,0.0008838065553095834
29375,AA,20021218,12:35:00,0.00040109147345395916,23.470399999999998,404.0,23.496363636363636,0.0011056175473136629,0.0008838151470511808
29376,AA,20021218,12:40:00,0.0004561193765254679,23.496363636363636,1200.0,23.50473684210526,0.00035629828854925075,0.0008838025783708844
29377,AA,20021218,12:45:00,0.0004749137304059034,23.50473684210526,836.8421052631579,23.52538461538461,0.0008780659698967696,0.0008838024562191285
29378,AA,20021218,12:50:00,0.00045850731696749216,23.52538461538461,400.0,23.501363636363635,-0.001021588011209833,0.0008838074276550891
29379,AA,20021218,12:55:00,0.0004460517263811936,23.501363636363635,1031.8181818181818,23.554137931034496,0.0022430668057986385,0.000883889451514949
29380,AA,20021218,13:00:00,0.00046808904757405725,23.554137931034496,765.5172413793103,23.561,0.00029128935265211543,0.0008838760661414749
29381,AA,20021218,13:05:00,0.0004351593666563825,23.561,540.0,23.528499999999998,-0.0013803504033966208,0.0008838975980301184
29382,AA,20021218,13:10:00,0.000395062536702523,23.528499999999998,405.0,23.479999999999997,-0.002063457341069582,0.00088396435709887
29383,AA,20021218,13:15:00,0.00038229925338797814,23.479999999999997,738.0952380952381,23.449999999999996,-0.0012785000676073565,0.0008839806719433934
29384,AA,20021218,13:20:00,0.00038494467028120393,23.449999999999996,1160.0,23.461999999999996,0.0005115961912402089,0.0008839707121008537
29385,AA,20021218,13:25:00,0.0003790191484460166,23.461999999999996,2940.0,23.47,0.0003409187794036281,0.0008839579371538727
29386,AA,20021218,13:30:00,0.0003269052955599481,23.47,542.8571428571429,23.508823529411757,0.001652810152879551,0.0008839956173418855
29387,AA,20021218,13:35:00,0.00031561407751097114,23.508823529411757,2029.4117647058824,23.50696969696969,-7.88599879236891e-05,0.0008839806898826563
29388,AA,20021218,13:40:00,0.00045231317402009063,23.50696969696969,1003.030303030303,23.516923076923078,0.00042333288525870153,0.0008839691342407712
29389,AA,20021218,13:45:00,0.0005429908018843618,23.516923076923078,3823.076923076923,23.542857142857148,0.0011021755069115942,0.000883977565325497
29390,AA,20021218,13:50:00,0.0005541890955943274,23.542857142857148,2321.4285714285716,23.54,-0.00012136658792764365,0.0008839628002047855
29391,AA,20021218,13:55:00,0.0005701074622760627,23.54,511.1111111111111,23.535599999999995,-0.00018693335880224559,0.0008839484195337852
29392,AA,20021218,14:00:00,0.0005736446247877228,23.535599999999995,864.0,23.53982307692308,0.0001794174819211147,0.0008839340163270613
29393,AA,20021218,14:05:00,0.000544664181201845,23.53982307692308,1469.2307692307693,23.529523809523816,-0.00043762101005906016,0.0008839226298581722
29394,AA,20021218,14:10:00,0.0004922156055009499,23.529523809523816,1057.142857142857,23.522580645161288,-0.00029512662582865837,0.0008839092461081778
29395,AA,20021218,14:15:00,0.00046649552358468183,23.522580645161288,990.3225806451613,23.50777777777778,-0.0006295026603548027,0.0008839017850806626
29396,AA,20021218,14:20:00,0.0005053945338239986,23.50777777777778,874.074074074074,23.500939393939394,-0.0002909410976539684,0.0008838883554252684
29397,AA,20021218,14:25:00,0.0005379605825225231,23.500939393939394,1515.1515151515152,23.52371875,0.0009688260900334756,0.0008838914635840873
29398,AA,20021218,14:30:00,0.00045723389270399854,23.52371875,775.0,23.49521739130435,-0.0012123354769590813,0.0008839046114655367
29399,AA,20021218,14:35:00,0.00035760162009301766,23.49521739130435,1134.7826086956522,23.476,-0.0008182624783391278,0.0008839023929568035
29400,AA,20021218,14:40:00,0.00030503961521683744,23.476,2660.0,23.456086956521734,-0.0008485897800227725,0.0008839011437616989
29401,AA,20021218,14:45:00,0.0003086446220698299,23.456086956521734,1334.7826086956522,23.460999999999995,0.00020943514676326542,0.0008838869737445537
29402,AA,20021218,14:50:00,0.00040547754458516126,23.460999999999995,460.0,23.45428571428572,-0.00028623019802138114,0.0008838734944511454
29403,AA,20021218,14:55:00,0.0009613865555714566,23.45428571428572,1439.2857142857142,23.465000000000003,0.00045671138157409117,0.0008838625161738911
29404,AA,20021218,15:00:00,0.0015637651494883199,23.465000000000003,1647.0588235294117,23.46967741935485,0.00019931614011278926,0.0008838482677554914
29405,AA,20021218,15:05:00,0.0015621437065629015,23.46967741935485,993.5483870967741,23.316852459016378,-0.00653288475399975,0.0008846533619756685
29406,AA,20021218,15:10:00,0.0010948224108650734,23.316852459016378,2211.4754098360654,23.31123076923075,-0.00024112892590280466,0.0008846394149244485
29407,AA,20021218,15:15:00,0.0006815003554126391,23.31123076923075,1141.025641025641,23.226666666666674,-0.0036342078304533155,0.000884877840133123
29408,AA,20021218,15:20:00,0.0005521342405736908,23.226666666666674,1886.6666666666667,23.172413793103438,-0.0023385333394629546,0.0008849676345509909
29409,AA,20021218,15:25:00,0.0003901657866413939,23.172413793103438,2510.344827586207,23.16206896551724,-0.00044652825033031883,0.0008849563739078994
29410,AA,20021218,15:30:00,0.0003522765200750195,23.16206896551724,1755.1724137931035,23.181470588235314,0.0008372957283097745,0.0008849548820019825
29411,AA,20021218,15:35:00,0.0003329951514009836,23.181470588235314,1464.7058823529412,23.184499999999996,0.00013067392876982606,0.0008849401785840715
29412,AA,20021218,15:40:00,0.0003493538371569192,23.184499999999996,1665.0,23.15677419354838,-0.0011965924650256705,0.0008849525191868817
29413,AA,20021218,15:45:00,0.000319779894801755,23.15677419354838,1919.3548387096773,23.16527777777777,0.0003671505886732697,0.0008849401025095468
29414,AA,20021218,15:50:00,0.00034602069916494534,23.16527777777777,3072.222222222222,23.179459459459483,0.0006120083085924731,0.0008849323165431823
29415,AA,20021218,15:55:00,,23.179459459459483,3910.810810810811,,,0.000884917274353132
29846,AA,20030514,09:30:00,0.00045712657043861944,22.900784313725488,2858.823529411765,22.82432653061223,-0.0033442392138436834,0.000878717549188901
29847,AA,20030514,09:35:00,0.00040153386695486324,22.82432653061223,989.795918367347,22.78435,-0.0017530234986329596,0.0008787612316180537
29848,AA,20030514,09:40:00,0.00041339421823265176,22.78435,1915.0,22.762107142857136,-0.0009767108269843638,0.000878764592898809
29849,AA,20030514,09:45:00,0.00044856479515316834,22.762107142857136,3217.8571428571427,22.739196078431384,-0.001007050995906767,0.0008787690967522441
29850,AA,20030514,09:50:00,0.0005017963008803762,22.739196078431384,3378.4313725490197,22.68633333333333,-0.002327447567294052,0.0008788573734561886
29851,AA,20030514,09:55:00,0.0005197305778611611,22.68633333333333,1700.0,22.664516129032254,-0.0009621520321140859,0.0008788601891125081
29852,AA,20030514,10:00:00,0.0005186282390692682,22.664516129032254,5741.935483870968,22.623937500000007,-0.001792008189274537,0.0008789064659542089
29853,AA,20030514,10:05:00,0.0004380748803855597,22.623937500000007,1218.75,22.59777777777778,-0.0011569541305336602,0.0008789171202661843
29854,AA,20030514,10:10:00,0.00045849734015258116,22.59777777777778,4662.962962962963,22.576571428571434,-0.0009388669072888517,0.0008789190878929788
29855,AA,20030514,10:15:00,0.0004760197791172802,22.576571428571434,874.2857142857143,22.597162790697684,0.0009116520433064593,0.0008789203108606279
29856,AA,20030514,10:20:00,0.00045435192902505673,22.597162790697684,2246.5116279069766,22.565769230769234,-0.00139023591160416,0.000878942256376725
29857,AA,20030514,10:25:00,0.0005642054811549395,22.565769230769234,658.974358974359,22.57709722222223,0.0005018729460860691,0.0008789323950755557
29858,AA,20030514,10:30:00,0.000688138998725574,22.57709722222223,791.6666666666666,22.61666666666666,0.0017511024154967297,0.0008789763002070047
29859,AA,20030514,10:35:00,0.0007236219088221747,22.61666666666666,1018.1818181818181,22.675448275862067,0.0025956678010453293,0.0008790902230708253
29860,AA,20030514,10:40:00,0.0005658132166519616,22.675448275862067,831.0344827586207,22.72828571428571,0.0023274500853569884,0.0008791789367393566
29861,AA,20030514,10:45:00,0.0004754300172528462,22.72828571428571,3010.714285714286,22.753691999999997,0.0011172024451725434,0.0008791881069996634
29862,AA,20030514,10:50:00,0.0004745882077948766,22.753691999999997,672.0,22.696842105263155,-0.002501617439866461,0.0008792922911562001
29863,AA,20030514,10:55:00,0.00047184051404566005,22.696842105263155,4131.578947368421,22.663104545454544,-0.00148754875263007,0.0008793195391025784
29864,AA,20030514,11:00:00,0.00047269056174135157,22.663104545454544,1786.3636363636363,22.68307692307692,0.0008808847081298528,0.0008793196897342726
29865,AA,20030514,11:05:00,0.0004423130605923709,22.68307692307692,615.3846153846154,22.687764285714298,0.00020662445434860353,0.0008793058039310739
29866,AA,20030514,11:10:00,0.00039841748137962825,22.687764285714298,814.2857142857143,22.716153846153848,0.001250533667901086,0.0008793209946570639
29867,AA,20030514,11:15:00,0.0003355616934088583,22.716153846153848,480.7692307692308,22.705579310344827,-0.00046561569826628237,0.0008793103508206809
29868,AA,20030514,11:20:00,0.0003343470611264098,22.705579310344827,1610.344827586207,22.713999999999995,0.0003707955854946403,0.0008792982889607576
29869,AA,20030514,11:25:00,0.00036265223400600927,22.713999999999995,2305.0,22.71170689655173,-0.00010096060609190898,0.000879283752798102
