,Date,Time,Vol,Price,Size,Price_1,U_seq,Section_Vol
0,20030214,09:30:00,0.0017134314379748845,12.353870967741937,2167.7419354838707,12.365428571428575,0.0009351077695800899,
1,20030214,09:35:00,0.0016168517952232508,12.365428571428575,668.5714285714286,12.38404761904762,0.0015046016318301843,0.0004026929718411595
2,20030214,09:40:00,0.001307148365444457,12.38404761904762,792.8571428571429,12.424117647058821,0.003230393092522499,0.0005973555167448942
3,20030214,09:45:00,0.0011648916708282611,12.424117647058821,3085.294117647059,12.379093939393941,-0.0036304780097018265,0.002915821342914
4,20030214,09:50:00,0.0011245639902313423,12.379093939393941,730.3030303030303,12.350312500000003,-0.002327710732553371,0.0028351707201946428
5,20030214,09:55:00,0.0011400668429063115,12.350312500000003,1668.75,12.334482758620691,-0.0012825501190811821,0.0025823567223807052
6,20030214,10:00:00,0.0010020629165775632,12.334482758620691,1217.2413793103449,12.318717948717955,-0.0012789261920749335,0.0023852368552297262
7,20030214,10:05:00,0.0009048873590529235,12.318717948717955,725.6410256410256,12.304285714285719,-0.001172256340653851,0.002222050793446507
8,20030214,10:10:00,0.0009216405868080697,12.304285714285719,380.0,12.27195652173913,-0.0026309320102016116,0.002188081407572022
9,20030214,10:15:00,0.0010897417505916316,12.27195652173913,891.304347826087,12.268571428571423,-0.0002758777803012369,0.002069783777116654
10,20030214,10:20:00,0.0011211605372550817,12.268571428571423,605.7142857142857,12.25733333333333,-0.0009164266218683423,0.0019639569169116787
11,20030214,10:25:00,0.0012059720377684228,12.25733333333333,1433.3333333333333,12.271562499999998,0.0011601963952600676,0.0019535908862312133
12,20030214,10:30:00,0.0011158130760650809,12.271562499999998,484.375,12.362500000000006,0.007383103220172529,0.002893681935668169
13,20030214,10:35:00,0.0010367566696346847,12.362500000000006,602.7777777777778,12.355263157894742,-0.0005855580268987742,0.002785442893420358
14,20030214,10:40:00,0.001283998530816508,12.355263157894742,565.7894736842105,12.424130434782615,0.005558445483527143,0.0030410839130932546
15,20030214,10:45:00,0.0014965530670030148,12.424130434782615,847.8260869565217,12.511562500000005,0.007012632353931377,0.003369070716116431
16,20030214,10:50:00,0.0014636565103548836,12.511562500000005,1381.25,12.455735294117646,-0.004472033728581633,0.0035065853191618003
17,20030214,10:55:00,0.001341072000465849,12.455735294117646,1867.6470588235295,12.493758823529411,0.0030480424709853453,0.0034538543610701075
18,20030214,11:00:00,0.0014917424911768378,12.493758823529411,1270.5882352941176,12.476304347826094,-0.001398032389940483,0.003389485942112227
19,20030214,11:05:00,0.001513099590381906,12.476304347826094,1193.4782608695652,12.513800000000003,0.0030008422365550287,0.0033443027979665144
20,20030214,11:10:00,0.001448020109598419,12.513800000000003,392.0,12.419999999999995,-0.0075239588430766466,0.0037173576614167574
21,20030214,11:15:00,0.0012589710027266574,12.419999999999995,1360.5263157894738,12.318333333333333,-0.008219408936591911,0.004052987385726717
22,20030214,11:20:00,0.0011565072999137121,12.318333333333333,1017.9487179487179,12.308620689655175,-0.000788781606744652,0.003962130365356926
23,20030214,11:25:00,0.0010142627270917984,12.308620689655175,506.8965517241379,12.280952380952376,-0.002250410798119988,0.003898276038565435
24,20030214,11:30:00,0.0007830068823842134,12.280952380952376,883.3333333333334,12.275882352941174,-0.0004129219533528141,0.0038163245460713442
25,20030214,11:35:00,0.000616736664749905,12.275882352941174,511.7647058823529,12.266249999999994,-0.0007849646719570851,0.003740614983814698
26,20030214,11:40:00,0.0007647991548899803,12.266249999999994,1027.5,12.253499999999999,-0.0010399780706692946,0.0036708521258411704
27,20030214,11:45:00,0.0010391455797190208,12.253499999999999,565.0,12.255714285714285,0.00018069006166398255,0.003603439279564011
28,20030214,11:50:00,0.0012944752492259075,12.255714285714285,1080.952380952381,12.191627906976745,-0.005242821491881436,0.003655699863311464
29,20030214,11:55:00,0.0013556837518075803,12.191627906976745,669.7674418604652,12.176799999999998,-0.0012169770543591428,0.0035946905066426803
30,20030214,12:00:00,0.0012364813128937036,12.176799999999998,440.0,12.2212,0.0036396466115248874,0.003611444903231424
31,20030214,12:05:00,0.0008976817313220238,12.2212,1000.0,12.1975,-0.0019411358869896235,0.0035636913522823326
32,20030214,12:10:00,0.0007389178283357227,12.1975,455.0,12.209375,0.0009730865534431861,0.0035158176740489396
33,20030214,12:15:00,0.0010308790597181922,12.209375,368.75,12.200000000000001,-0.0007681475220874118,0.003462819120451432
34,20030214,12:20:00,0.0017661463941242776,12.200000000000001,700.0,12.142692307692307,-0.004708419056977887,0.003489041066873607
35,20030214,12:25:00,0.001801463727009695,12.142692307692307,426.9230769230769,12.148,0.00043701450126912007,0.0034424276917667824
36,20030214,12:30:00,0.0018405643526167852,12.148,632.0,12.223333333333334,0.006182146231622734,0.003566470959126801
37,20030214,12:35:00,0.0018643229665409366,12.223333333333334,455.55555555555554,12.41191489361702,0.01531019636511436,0.00433356030409038
38,20030214,12:40:00,0.0010898577654065043,12.41191489361702,1614.8936170212767,12.38645161290322,-0.002053626367376597,0.004290377617595011
39,20030214,12:45:00,0.0010235103920051333,12.38645161290322,245.16129032258064,12.344545454545452,-0.0033889615005303934,0.004270146208028111
40,20030214,12:50:00,0.0009676452392336676,12.344545454545452,309.09090909090907,12.321250000000001,-0.0018888879148208435,0.004226522336228293
41,20030214,12:55:00,0.0009356773889216433,12.321250000000001,287.5,12.328823529411764,0.0006144833313405631,0.004175980943494389
42,20030214,13:00:00,0.0009286986345606323,12.328823529411764,288.2352941176471,12.348947368421051,0.0016309287863369136,0.0041339132961867794
